,Şəhər,Qiymət,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb,Sahiblər,Qəzalı
5419,Bakı,21 000 AZN,Hyundai,Elantra,2014,Sedan,Qara,1.8 L/150 a.g./Benzin,157 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Amerika,,
5420,Bakı,9 999 AZN,Mitsubishi,Outlander,2004,Offroader / SUV,Ağ,2.4 L/160 a.g./Benzin,318 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
5421,Bakı,43 800 USD,Toyota,Camry,2022,Sedan,Qara,2.5 L/218 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,5,"Vuruğu yoxdur, rənglənməyib",,,
5422,Xırdalan,7 900 AZN,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L/73 a.g./Benzin,95 300 km,Mexaniki,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rusiya,1,
5423,Bakı,46 800 USD,Toyota,RAV4,2022,Offroader / SUV,Ağ,2.5 L/218 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,5,"Vuruğu yoxdur, rənglənməyib",,,
5424,Bakı,9 000 AZN,Mercedes,S 320,1995,Sedan,Qara,3.2 L/231 a.g./Benzin,228 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
5425,Sumqayıt,28 500 AZN,Kia,Sorento,2010,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,123 200 km,Avtomat,Ön,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",,,
5426,Bakı,44 900 USD,Toyota,Avalon,2021,Sedan,Qara,2.5 L/218 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,5,"Vuruğu yoxdur, rənglənməyib",,,
5427,Bakı,36 500 USD,Land Rover,Range Rover,2012,Offroader / SUV,Qara,5.0 L/510 a.g./Benzin,80 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5428,Bakı,13 333 AZN,Volkswagen,Passat,2010,Sedan,Qara,1.8 L/160 a.g./Benzin,295 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
5429,Bakı,15 300 AZN,Toyota,Corolla,2006,Hetçbek,Yaş Asfalt,1.4 L/90 a.g./Dizel,188 845 km,Mexaniki,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,,
5430,Sumqayıt,30 500 AZN,Hyundai,Elantra,2019,Sedan,Qara,1.6 L/132 a.g./Benzin,77 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
5431,Bakı,15 500 AZN,Hyundai,Sonata,2009,Sedan,Ağ,2.4 L/174 a.g./Benzin,94 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Amerika,2,
5432,Bakı,35 800 AZN,Mercedes,E 220,2012,Sedan,Qara,2.2 L/170 a.g./Dizel,249 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5433,Bakı,20 000 AZN,Chevrolet,Malibu,2018,Sedan,Ağ,1.5 L/160 a.g./Benzin,171 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
5434,Bakı,55 500 USD,Mercedes,S 350,2016,Sedan,Boz,3.0 L/249 a.g./Dizel,173 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
5435,Bakı,13 900 AZN,Mercedes,S 500,2005,Sedan,Qara,5.0 L/306 a.g./Benzin,284 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
5441,Bakı,21 900 AZN,Hyundai,Sonata,2009,Sedan,Qara,2.4 L/174 a.g./Benzin,176 105 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,2,
5445,Bakı,20 000 USD,Mercedes,E 350,2011,Sedan,Qara,3.5 L/272 a.g./Benzin,162 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5446,Bakı,100 000 USD,Porsche,Panamera Turbo,2018,Liftbek,Boz,4.0 L/550 a.g./Benzin,47 300 km,Avtomat,Arxa,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5448,Bakı,31 700 AZN,Kia,Sportage,2014,Offroader / SUV,Göy,2.0 L/163 a.g./Benzin,100 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5449,Bakı,41 500 USD,Toyota,Land Cruiser,2013,Offroader / SUV,Ağ,4.0 L/282 a.g./Benzin,112 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5450,Bakı,31 000 AZN,Mercedes,Vito 115,2012,Minivan,Ağ,2.2 L/123 a.g./Dizel,223 000 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
5451,Bakı,25 500 USD,Toyota,Corolla,2022,Sedan,Ağ,1.8 L/98 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,5,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5452,Bakı,12 700 AZN,Mercedes,E 240,1999,Sedan,Yaşıl,2.4 L/170 a.g./Benzin,329 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,,
5453,Bakı,45 900 USD,Toyota,Land Cruiser,2013,Offroader / SUV,Ağ,4.0 L/282 a.g./Benzin,90 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
5454,Bakı,43 900 AZN,Haval,F7x,2021,Offroader / SUV,Boz,2.0 L/190 a.g./Benzin,25 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
5455,Bakı,44 800 USD,Toyota,Land Cruiser,2013,Offroader / SUV,Qara,4.0 L/282 a.g./Benzin,129 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5456,Bakı,20 000 USD,BMW,320,2015,Sedan,Boz,2.0 L/184 a.g./Benzin,153 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,2,
5457,Bakı,28 900 USD,Mercedes,E 220,2015,Sedan,Qara,2.2 L/123 a.g./Dizel,177 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
5458,Bakı,22 500 AZN,Kia,Soul,2017,Hetçbek,Yaş Asfalt,2.0 L/150 a.g./Benzin,121 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,2,
5459,Bakı,21 500 AZN,Toyota,Land Cruiser,1999,Offroader / SUV,Qara,4.7 L/231 a.g./Benzin,252 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
5460,Bakı,26 000 AZN,Ford,Mondeo,2019,Sedan,Boz,1.5 L/160 a.g./Benzin,30 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,1,
5461,Bakı,20 000 AZN,Nissan,Teana,2011,Sedan,Qara,2.5 L/167 a.g./Benzin,179 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənib",Rəsmi diler,2,
5462,Bakı,25 800 AZN,Kia,Optima,2012,Sedan,Ağ,2.0 L/165 a.g./Benzin,210 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5463,Bakı,27 500 AZN,Kia,Sorento,2009,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,240 000 km,Avtomat,Ön,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",,2,
5464,Bakı,28 700 AZN,Toyota,Corolla,2016,Sedan,Qara,1.6 L/124 a.g./Benzin,110 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5465,Bakı,38 900 AZN,Toyota,Prado,2008,Offroader / SUV,Ağ,4.0 L/282 a.g./Benzin,270 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
5466,Bakı,42 800 USD,Toyota,Land Cruiser,2013,Offroader / SUV,Qara,4.0 L/282 a.g./Benzin,119 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5467,Bakı,39 800 USD,Toyota,Land Cruiser,2012,Offroader / SUV,Ağ,4.0 L/282 a.g./Benzin,130 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5468,Bakı,35 800 AZN,Hyundai,H-1,2017,Minivan,Yaş Asfalt,2.5 L/136 a.g./Dizel,170 000 km,Mexaniki,Ön,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Avropa,,
5469,Bakı,34 200 USD,Jeep,Wrangler,2015,Offroader / SUV,Qara,3.6 L/284 a.g./Benzin,67 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,2,
5470,Bakı,6 600 AZN,LADA (VAZ),2107,2010,Sedan,Qara,1.6 L/75 a.g./Benzin,159 800 km,Mexaniki,Arxa,Xeyr,4,"Vuruğu yoxdur, rənglənib",Rusiya,2,
5471,Bakı,56 500 USD,Mercedes,S 350,2014,Sedan,Qara,3.0 L/265 a.g./Dizel,145 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5478,Bakı,15 500 USD,Audi,A5 Sportback,2013,Sedan,Ağ,2.0 L/211 a.g./Benzin,168 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,2,
5479,Bakı,67 200 USD,Mercedes,EQC 400 4MATIC,2020,Offroader / SUV,Ağ,0.0 L/408 a.g./Elektro,22 870 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5484,Bakı,16 300 AZN,Kia,Ceed,2009,Universal,Gümüşü,1.6 L/115 a.g./Dizel,170 356 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Avropa,,
5485,Bakı,35 800 USD,Toyota,Prado,2015,Offroader / SUV,Ağ,2.7 L/167 a.g./Benzin,115 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
5486,Bakı,21 400 USD,Ford,Fusion,2017,Sedan,Tünd qırmızı,2.0 L/190 a.g./Hibrid,47 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
5487,Bakı,31 000 USD,Land Rover,RR Sport,2011,Offroader / SUV,Qara,3.0 L/245 a.g./Dizel,263 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
5488,Bakı,45 500 USD,Toyota,Land Cruiser,2013,Offroader / SUV,Qara,4.0 L/282 a.g./Benzin,100 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
5489,Bakı,34 800 AZN,Ford,Transit,2008,Furqon,Ağ,2.4 L/140 a.g./Dizel,164 000 km,Mexaniki,Arxa,Xeyr,3,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
5490,Bakı,44 800 USD,BMW,X5,2015,Offroader / SUV,Qara,3.0 L/258 a.g./Dizel,185 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,,
5491,Bakı,22 000 AZN,Kia,Optima,2014,Sedan,Qara,2.0 L/274 a.g./Benzin,138 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
5492,Gəncə,10 200 AZN,LADA (VAZ),Priora,2012,Hetçbek,Ağ,1.6 L/98 a.g./Benzin,130 000 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rusiya,2,
5493,Bakı,45 800 USD,Hyundai,Palisade,2020,Offroader / SUV,Ağ,2.2 L/200 a.g./Dizel,78 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Koreya,,
5494,Bakı,42 500 USD,Toyota,Camry,2021,Sedan,Qara,2.5 L/181 a.g./Benzin,50 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
5495,Bakı,17 900 AZN,Kia,Cerato,2013,Sedan,Ağ,1.6 L/124 a.g./Benzin,210 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5496,Bakı,25 500 USD,Lexus,GX 470,2008,Offroader / SUV,Qara,4.7 L/273 a.g./Benzin,129 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5497,Bakı,28 900 AZN,Ford,Transit,2008,Yük maşını,Ağ,2.4 L/140 a.g./Dizel,108 000 km,Mexaniki,Arxa,Xeyr,3,"Vuruğu yoxdur, rənglənməyib",,0,
5498,Sumqayıt,36 500 AZN,Toyota,Prado,2008,Offroader / SUV,Ağ,2.7 L/167 a.g./Benzin,182 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",,2,
5499,Bakı,15 800 AZN,Mercedes,E 220,2002,Sedan,Gümüşü,2.2 L/143 a.g./Dizel,380 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,,
5500,Bakı,38 800 USD,Mitsubishi,Pajero,2021,Offroader / SUV,Ağ,3.0 L/190 a.g./Benzin,0 km,Avtomat,Tam,Bəli,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5501,Bakı,14 500 AZN,Toyota,Corolla,2005,Universal,Ağ,1.4 L/90 a.g./Dizel,245 269 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Avropa,,
5502,Bakı,49 800 USD,Toyota,Land Cruiser,2014,Offroader / SUV,Ağ,4.6 L/309 a.g./Benzin,98 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5503,Bakı,49 500 USD,Toyota,Prado,2020,Offroader / SUV,Qara,2.7 L/163 a.g./Benzin,74 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
5504,Bakı,28 500 AZN,Ford,Transit,2009,Yük maşını,Gümüşü,2.4 L/140 a.g./Dizel,202 000 km,Mexaniki,Arxa,Xeyr,3,"Vuruğu yoxdur, rənglənməyib",,0,
5505,Bakı,215 500 USD,Mercedes,SL 55 AMG,2022,Kabriolet,Qara,4.0 L/476 a.g./Benzin,0 km,Avtomat,Tam,Bəli,4,"Vuruğu yoxdur, rənglənməyib",,1,
5506,Ağdaş,4 700 AZN,Daewoo,Leganza,2007,Sedan,Qızılı,2.0 L/136 a.g./Benzin,246 650 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Digər,,
5507,Sumqayıt,11 500 AZN,LADA (VAZ),Niva,2014,Offroader / SUV,Ağ,1.7 L/80 a.g./Benzin,76 000 km,Mexaniki,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,2,
5508,Bakı,61 500 USD,Land Rover,Range Rover,2016,Offroader / SUV,Göy,3.0 L/340 a.g./Benzin,141 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,1,
5509,Bakı,182 350 USD,Mercedes,GLS 580,2022,Offroader / SUV,Qara,4.0 L/489 a.g./Benzin,0 km,Avtomat,Tam,Bəli,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5510,Bakı,25 300 USD,Toyota,Camry,2018,Sedan,Ağ,2.5 L/218 a.g./Benzin,56 200 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,2,
5518,Bakı,24 300 AZN,Toyota,Land Cruiser,2006,Offroader / SUV,Qara,4.5 L/212 a.g./Benzin,223 500 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Yaponiya,3,
5520,Bakı,145 000 USD,Porsche,Panamera Turbo Executive,2017,Liftbek,Qara,4.0 L/550 a.g./Benzin,38 100 km,Avtomat,Tam,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5521,Bakı,26 900 USD,Porsche,Panamera 4S,2009,Liftbek,Ağ,4.8 L/400 a.g./Benzin,148 545 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5522,Sumqayıt,26 600 AZN,Toyota,Prado,2004,Offroader / SUV,Ağ,2.7 L/163 a.g./Benzin,245 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",,2,
5523,Sumqayıt,14 700 AZN,Hyundai,i30,2009,Universal,Qara,1.4 L/109 a.g./Benzin,226 000 km,Mexaniki,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənib",,2,
5524,Sumqayıt,20 000 AZN,Hyundai,Elantra,2014,Sedan,Göy,1.8 L/150 a.g./Benzin,179 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənib",Amerika,2,
5525,Bakı,25 400 AZN,Ford,Fusion,2020,Sedan,Ağ,1.5 L/184 a.g./Benzin,24 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,2,
5526,Xırdalan,22 900 AZN,Toyota,Land Cruiser,2003,Offroader / SUV,Qara,4.5 L/224 a.g./Benzin,290 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
5527,Bakı,27 500 AZN,Hyundai,Elantra,2019,Sedan,Qara,2.0 L/150 a.g./Benzin,29 000 km,Avtomat,Ön,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Amerika,1,
5528,Bakı,16 500 AZN,Ford,Transit,2000,Furqon,Ağ,2.4 L/120 a.g./Dizel,446 000 km,Mexaniki,Arxa,Xeyr,3,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
5529,Sumqayıt,23 000 AZN,Hyundai,Santa Fe,2009,Offroader / SUV,Gümüşü,2.0 L/184 a.g./Dizel,154 000 km,Avtomat,Ön,Xeyr,7,"Vuruğu yoxdur, rənglənib",,2,
5530,Sumqayıt,22 000 AZN,Hyundai,Elantra,2013,Sedan,Qara,1.8 L/150 a.g./Benzin,130 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,2,
5531,Sumqayıt,12 800 AZN,Mercedes,E 240,1999,Sedan,Göy,2.4 L/170 a.g./Benzin,285 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,2,
5532,Sumqayıt,9 000 AZN,Mercedes,C 180,1996,Sedan,Gümüşü,1.8 L/122 a.g./Benzin,230 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənib",,2,
5533,Xırdalan,43 400 AZN,Kia,Sorento,2015,Offroader / SUV,Ağ,2.2 L/200 a.g./Dizel,195 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,0,
5534,Bakı,6 900 AZN,Mitsubishi,Pajero io,2000,Offroader / SUV,Qara,2.0 L/136 a.g./Benzin,256 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,0,
5535,Bakı,38 500 USD,Kia,Sorento,2021,Offroader / SUV,Göy,1.6 L/230 a.g./Hibrid,45 800 km,Avtomat,Ön,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Amerika,2,
5536,Bakı,22 200 AZN,Hyundai,Elantra,2014,Sedan,Göy,1.8 L/150 a.g./Benzin,34 500 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,1,
5537,Sumqayıt,17 000 AZN,Mercedes,E 240,2000,Sedan,Göy,2.4 L/170 a.g./Benzin,285 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənib",,2,
5538,Sumqayıt,15 000 AZN,Suzuki,Grand Vitara,2008,Offroader / SUV,Qara,2.0 L/140 a.g./Benzin,261 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənib",,2,
5539,Sumqayıt,19 500 AZN,Chevrolet,Cruze,2016,Hetçbek,Göy,1.4 L/153 a.g./Benzin,110 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənib",Amerika,1,
5540,Sumqayıt,25 500 AZN,Ford,Fusion,2017,Sedan,Qara,1.5 L/181 a.g./Benzin,68 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənib",,2,
5541,Bakı,34 500 AZN,Hyundai,Elantra,2018,Sedan,Göy,1.6 L/204 a.g./Benzin,91 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Koreya,1,
5542,Xırdalan,25 900 AZN,Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,132 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
5543,Bakı,17 000 AZN,Hyundai,i30,2010,Universal,Yaş Asfalt,1.4 L/109 a.g./Benzin,180 300 km,Mexaniki,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
5548,Bakı,15 800 AZN,LADA (VAZ),Priora,2018,Sedan,Qara,1.6 L/106 a.g./Benzin,110 000 km,Mexaniki,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rusiya,,
5553,Bakı,22 000 AZN,Chevrolet,Trax,2018,Offroader / SUV,Gümüşü,1.4 L/141 a.g./Benzin,89 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,1,
5556,Bakı,25 300 USD,BMW,528,2014,Sedan,Ağ,2.0 L/245 a.g./Benzin,43 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Amerika,1,
5558,Bakı,15 800 AZN,Toyota,Corolla,2008,Sedan,Gümüşü,1.4 L/90 a.g./Benzin,205 000 km,Mexaniki,Ön,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Amerika,1,
5559,Sumqayıt,16 500 AZN,Chevrolet,Cruze,2015,Sedan,Ağ,1.4 L/141 a.g./Benzin,262 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənib",Amerika,2,
5560,Bakı,25 000 AZN,LADA (VAZ),Niva,2022,Offroader / SUV,Yaş Asfalt,1.7 L/80 a.g./Benzin,8 676 km,Mexaniki,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,0,
5561,Sumqayıt,18 300 AZN,Hyundai,Sonata,2011,Sedan,Gümüşü,2.4 L/178 a.g./Benzin,180 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənib",Amerika,,
5562,Bakı,21 800 AZN,Kia,Optima,2015,Sedan,Göy,2.4 L/180 a.g./Benzin,129 560 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,1,
5563,Sumqayıt,23 500 AZN,Hyundai,Sonata,2015,Sedan,Göy,2.4 L/185 a.g./Benzin,113 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənib",Amerika,2,
5565,Xırdalan,27 900 AZN,Kia,Sorento,2010,Offroader / SUV,Qara,2.0 L/184 a.g./Dizel,190 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
5566,Sumqayıt,14 800 AZN,Hyundai,i20,2009,Hetçbek,Ağ,1.4 L/100 a.g./Benzin,169 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənib",,2,
5567,Göyçay,4 000 AZN,LADA (VAZ),2106,1992,Sedan,Ağ,1.6 L/75 a.g./Benzin,456 123 km,Mexaniki,Arxa,Xeyr,,"Vuruğu var, rənglənib",Rusiya,3,
5568,Bakı,11 400 AZN,Kia,Rio,2006,Hetçbek,Qara,1.4 L/97 a.g./Benzin,186 000 km,Mexaniki,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
5569,Bakı,12 500 AZN,Opel,Astra,2009,Hetçbek,Boz,1.4 L/90 a.g./Benzin,238 785 km,Mexaniki,Ön,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
5570,Masallı,10 200 AZN,Mercedes,S 350,1993,Sedan,Boz,3.5 L/150 a.g./Dizel,260 000 km,Avtomat,Arxa,Xeyr,4,"Vuruğu yoxdur, rənglənib",,3,
5571,Bakı,20 500 AZN,BMW,730,2003,Sedan,Qara,3.0 L/231 a.g./Benzin,330 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Avropa,,
5572,Bakı,44 500 AZN,Kia,Sorento,2015,Offroader / SUV,Qara,2.0 L/184 a.g./Dizel,98 300 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Koreya,,
5573,Bakı,23 500 AZN,Kia,Optima,2014,Sedan,Boz,2.0 L/274 a.g./Benzin,130 000 km,Avtomat,Ön,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Amerika,2,
5574,Gəncə,11 500 AZN,Mercedes,C 180,1997,Sedan,Göy,1.8 L/122 a.g./Benzin,280 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5575,Bakı,45 900 AZN,Kia,Sorento,2016,Offroader / SUV,Ağ,2.2 L/200 a.g./Dizel,149 900 km,Avtomat,Ön,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Koreya,,
5576,Bakı,27 900 AZN,Ford,Fusion,2017,Sedan,Ağ,2.0 L/249 a.g./Benzin,67 200 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,1,
5577,Bakı,6 900 AZN,Saipa,Tiba,2013,Sedan,Ağ,1.5 L/87 a.g./Benzin,234 000 km,Mexaniki,Ön,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",,,
5578,Bakı,37 000 AZN,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,63 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Koreya,,
5579,Bakı,5 800 AZN,Tofas,Sahin,2004,Sedan,Qızılı,1.6 L/86 a.g./Benzin,310 000 km,Mexaniki,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,2,
5582,Bakı,32 500 USD,Honda,e:NS1,2022,Offroader / SUV,Ağ,0.0 L/201 a.g./Elektro,0 km,Avtomat,Ön,Bəli,5,"Vuruğu yoxdur, rənglənməyib",Dubay,1,
5584,Bakı,9 250 AZN,Opel,Zafira,2005,Minivan,Gümüşü,2.0 L/101 a.g./Benzin,330 000 km,Avtomat,Ön,Xeyr,7,"Vuruğu var, rənglənməyib",Avropa,2,
5585,Bakı,65 000 USD,BMW,540,2021,Sedan,Yaş Asfalt,3.0 L/340 a.g./Benzin,23 500 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
